GEOID,metro_state,POP
3448750,"Mount Ephraim, NJ",4587
3453880,"Oaklyn, NJ",3955
3465160,"Runnemede, NJ",8300
3421870,"Estell Manor, NJ",1729
3452950,"Northfield, NJ",8031
3459640,"Pleasantville, NJ",20149
3468430,"Somers Point, NJ",10174
3406370,"Bloomsbury, NJ",839
3413720,"Clinton, NJ",2687
3425350,"Frenchtown, NJ",1351
3431320,"High Bridge, NJ",3410
3470980,"Stockton, NJ",512
3430210,"Harrison, NJ",20061
3432250,"Hoboken, NJ",52677
3436510,"Kearny, NJ",41058
3466570,"Secaucus, NJ",21893
3474630,"Union City, NJ",67982
3431620,"Hightstown, NJ",5304
3457600,"Pennington, NJ",2576
3474000,"Trenton, NJ",83203
3448300,"Morristown, NJ",19261
3448690,"Mount Arlington, NJ",5852
3474210,"Tuckerton, NJ",3388
3406610,"Boonton, NJ",8919
3418070,"Dover, NJ",17725
3445330,"Mendham, NJ",4847
3403940,"Beach Haven, NJ",1205
3404180,"Beachwood, NJ",11312
3434530,"Island Heights, NJ",1679
3437770,"Lakehurst, NJ",2708
3467110,"Ship Bottom, NJ",1153
3406340,"Bloomingdale, NJ",8061
3453040,"North Haledon, NJ",8395
3456550,"Passaic, NJ",69703
3457000,"Paterson, NJ",145233
3476730,"Wanaque, NJ",11762
3410480,"Carlstadt, NJ",6132
3413570,"Cliffside Park, NJ",26133
3413810,"Closter, NJ",8511
3421300,"Elmwood Park, NJ",19966
3421510,"Englewood Cliffs, NJ",5354
3422470,"Fair Lawn, NJ",32896
3424990,"Franklin Lakes, NJ",11119
3425770,"Garfield, NJ",31802
3428680,"Hackensack, NJ",44188
3404990,"Belvidere, NJ",2561
3431920,"Hillsdale, NJ",10307
3432310,"Ho-Ho-Kus, NJ",4065
3440020,"Leonia, NJ",9035
3451660,"New Milford, NJ",16429
3453430,"Northvale, NJ",4927
3454990,"Oradell, NJ",8131
3456130,"Park Ridge, NJ",8694
3462940,"Ridgefield Park, NJ",12901
3463000,"Ridgewood, NJ",25056
3405170,"Bergenfield, NJ",27327
3465280,"Rutherford, NJ",18303
3465400,"Saddle River, NJ",3173
3475140,"Upper Saddle River, NJ",8205
3482570,"Wood-Ridge, NJ",9294
3421120,"Ellisburg, NJ",NA
3468190,"Smithville, NJ",NA
3429370,"Hamilton Square, NJ",NA
3423340,"Finesville, NJ",NA
3428250,"Greenwich, NJ",NA
3433690,"Hutchinson, NJ",NA
3452050,"New Village, NJ",NA
3414590,"Columbia, NJ",NA
3455895,"Panther Valley, NJ",NA
3406130,"Blairstown, NJ",NA
3433030,"Hope, NJ",NA
3471280,"Strathmore, NJ",NA
3467770,"Singac, NJ",NA
3436720,"Kenvil, NJ",NA
3471370,"Succasunna, NJ",NA
3429940,"Harlingen, NJ",NA
3407000,"Bradley Gardens, NJ",NA
3427840,"Green Knoll, NJ",NA
3469900,"Springdale, NJ",NA
3428470,"Griggstown, NJ",NA
3467820,"Six Mile Run, NJ",NA
3406025,"Blackwells Mills, NJ",NA
3419490,"East Rocky Hill, NJ",NA
3424965,"Franklin Center, NJ",NA
3413360,"Clayton, NJ",8738
3457150,"Paulsboro, NJ",5854
3459070,"Pitman, NJ",8741
3478110,"Wenonah, NJ",2212
3480120,"Westville, NJ",4144
3400790,"Allenwood, NJ",NA
3404600,"Belford, NJ",NA
3440320,"Lincroft, NJ",NA
3460360,"Port Monmouth, NJ",NA
3430840,"Helmetta, NJ",2155
3431470,"Highland Park, NJ",13711
3445900,"Middlesex, NJ",13679
3458200,"Perth Amboy, NJ",51390
3469390,"South Plainfield, NJ",24052
3469810,"Spotswood, NJ",8228
3410270,"Cape May, NJ",3422
3453490,"North Wildwood, NJ",3760
3481170,"Wildwood, NJ",4948
3481200,"Wildwood Crest, NJ",3048
3481890,"Woodbine, NJ",2414
3413690,"Clifton, NJ",85052
3426610,"Glen Ridge, NJ",7574
3412385,"Cherry Hill Mall, NJ",NA
3427995,"Greentree, NJ",NA
3480720,"White House Station, NJ",NA
3476700,"Wanamassa, NJ",NA
3467320,"Short Hills, NJ",NA
3458830,"Pine Lake Park, NJ",NA
3439570,"Lawrenceville, NJ",NA
3483170,"Yardville, NJ",NA
3400850,"Alloway, NJ",NA
3462820,"Richwood, NJ",NA
3404660,"Belleplain, NJ",NA
3460030,"Pomona, NJ",NA
3423820,"Florence, NJ",NA
3451930,"Newton, NJ",8019
3471670,"Sussex, NJ",1985
3479610,"West New York, NJ",52723
3406670,"Bordentown, NJ",3792
3439120,"Laurel Lake, NJ",NA
3460600,"Port Republic, NJ",1052
3476490,"Wallington, NJ",11495
3482180,"Woodbury Heights, NJ",2964
3457300,"Peapack and Gladstone, NJ",2597
3407300,"Branchville, NJ",779
3440530,"Linwood, NJ",6658
3448210,"Morris Plains, NJ",6255
3426100,"Gibbstown, NJ",NA
3438430,"Lake Telemark, NJ",NA
3441400,"Long Valley, NJ",NA
3410300,"Cape May Court House, NJ",NA
3421660,"Erma, NJ",NA
3406970,"Bradley Beach, NJ",4148
3407360,"Brass Castle, NJ",NA
3475750,"Vernon Valley, NJ",NA
3402350,"Avenel, NJ",NA
3413399,"Clearbrook Park, NJ",NA
3414758,"Concordia, NJ",NA
3430738,"Heathcote, NJ",NA
3436660,"Kendall Park, NJ",NA
3436930,"Kingston, NJ",NA
3460975,"Princeton Meadows, NJ",NA
3466720,"Sewaren, NJ",NA
3440680,"Little Ferry, NJ",10739
3468304,"Society Hill, NJ",NA
3480840,"Whitesboro, NJ",NA
3477270,"Washington, NJ",6450
3424930,"Franklin, NJ",4721
3464320,"Rocky Hill, NJ",669
3446620,"Milltown, NJ",6967
3407750,"Brielle, NJ",4666
3436480,"Keansburg, NJ",9632
3443050,"Manasquan, NJ",5806
3402230,"Audubon Park, NJ",1002
3419390,"East Orange, NJ",64367
3445210,"Medford Lakes, NJ",3914
3421840,"Essex Fells, NJ",2088
3400760,"Allentown, NJ",1775
3437110,"Kinnelon, NJ",9896
3430570,"Hawthorne, NJ",18753
3482423,"Woodland Park, NJ",12581
3414230,"Collings Lakes, NJ",NA
3428770,"Haddonfield, NJ",11317
3446680,"Millville, NJ",27391
3457540,"Pemberton Heights, NJ",NA
3464410,"Roosevelt, NJ",836
3404750,"Bellmawr, NJ",11359
3436690,"Kenilworth, NJ",8191
3432415,"Holiday City-Berkeley, NJ",NA
3446260,"Milford, NJ",1181
3424180,"Forked River, NJ",NA
3452410,"North Beach Haven, NJ",NA
3476107,"Vista Center, NJ",NA
3462910,"Ridgefield, NJ",11171
3404120,"Beach Haven West, NJ",NA
3432418,"Holiday City South, NJ",NA
3439910,"Leisure Village East, NJ",NA
3439916,"Leisure Village West, NJ",NA
3481950,"Woodbridge, NJ",NA
3449560,"Mystic Island, NJ",NA
3458852,"Pine Ridge at Crestwood, NJ",NA
3467665,"Silver Ridge, NJ",NA
3476820,"Waretown, NJ",NA
3424030,"Fords, NJ",NA
3447190,"Monmouth Junction, NJ",NA
3426520,"Glendora, NJ",NA
3465790,"Sayreville, NJ",44173
3480390,"Wharton, NJ",6369
3461680,"Ramsey, NJ",14884
3466390,"Sea Isle City, NJ",2029
3466240,"Sea Bright, NJ",1338
3472435,"Ten Mile Run, NJ",NA
3475120,"Upper Pohatcong, NJ",NA
3419150,"East Freehold, NJ",NA
3461725,"Ramtown, NJ",NA
3452650,"North Cape May, NJ",NA
3447895,"Moorestown-Lenola, NJ",NA
3409040,"Butler, NJ",7654
3467650,"Silver Lake, NJ",NA
3442510,"Madison, NJ",17654
3472240,"Tavistock, NJ",5
3475020,"Upper Montclair, NJ",NA
3408920,"Burlington, NJ",9858
3453280,"North Plainfield, NJ",21289
3454690,"Old Bridge, NJ",NA
3408455,"Browns Mills, NJ",NA
3426550,"Glen Gardner, NJ",1911
3460900,"Princeton, NJ",31187
3420020,"Edgewater, NJ",13364
3430420,"Hasbrouck Heights, NJ",11992
3454870,"Old Tappan, NJ",5894
3429070,"Haledon, NJ",8293
3474270,"Turnersville, NJ",NA
3422530,"Fairton, NJ",NA
3460510,"Port Norris, NJ",NA
3425800,"Garwood, NJ",4352
3441495,"Lopatcong Overlook, NJ",NA
3481380,"Williamstown, NJ",NA
3408110,"Brookdale, NJ",NA
3457840,"Pennsville, NJ",NA
3470380,"Stanhope, NJ",3306
3460960,"Princeton Junction, NJ",NA
3401900,"Asbury, NJ",NA
3470800,"Stewartsville, NJ",NA
3438580,"Lakewood, NJ",NA
3473110,"Toms River, NJ",NA
3477600,"Watchung, NJ",6006
3422860,"Fanwood, NJ",7697
3459880,"Point Pleasant, NJ",18772
3439420,"Lawnside, NJ",2882
3471220,"Stratford, NJ",6955
3413630,"Cliffwood Beach, NJ",NA
3479100,"West Freehold, NJ",NA
3401990,"Ashland, NJ",NA
3403580,"Bayonne, NJ",64897
3475950,"Vienna, NJ",NA
3403130,"Barnegat Light, NJ",587
3450130,"Netcong, NJ",3131
3458350,"Phillipsburg, NJ",14212
3402880,"Barclay, NJ",NA
3402080,"Atlantic City, NJ",37743
3444820,"Mays Landing, NJ",NA
3455500,"Oxford, NJ",NA
3421420,"Elwood, NJ",NA
3464350,"Roebling, NJ",NA
3418490,"Dunellen, NJ",7202
3469420,"South River, NJ",15779
3454360,"Ocean City, NJ",10971
3460210,"Port Colden, NJ",NA
3482120,"Woodbury, NJ",9794
3480750,"White Meadow Lake, NJ",NA
3425200,"Freehold, NJ",11682
3467350,"Shrewsbury, NJ",4053
3444430,"Martinsville, NJ",NA
3422890,"Far Hills, NJ",903
3476010,"Villas, NJ",NA
3414380,"Colonia, NJ",NA
3480630,"White Horse, NJ",NA
3544420,"Loving, NM",1393
3585300,"Williamsburg, NM",408
3517680,"Corona, NM",163
3582570,"Vaughn, NM",397
3574800,"Springer, NM",906
3539380,"Las Cruces, NM",103432
3585160,"Willard, NM",242
3583200,"Virden, NM",129
3500240,"Abeytas, NM",NA
3502070,"Alcalde, NM",NA
3516560,"Cochiti, NM",NA
3529540,"Glen Acres, NM",NA
3581030,"University Park, NM",NA
3562900,"Rincon, NM",NA
3522390,"Edith Endave, NM",NA
3532940,"Holloman AFB, NM",NA
3535040,"Jal, NM",2117
3530210,"Grady, NM",103
3523000,"Elida, NM",176
3573440,"Skyline-Ganipa, NM",NA
3533130,"Homestead, NM",NA
3557990,"Placitas, NM",NA
3539520,"Las Palomas, NM",NA
3583830,"Watrous, NM",NA
3558910,"Polvadera, NM",NA
3514670,"Chical, NM",NA
3577100,"Tesuque Pueblo, NM",NA
3553485,"Ojo Amarillo, NM",NA
3520480,"Des Moines, NM",122
3526780,"Folsom, NM",57
3530770,"Grenville, NM",29
3541970,"Loco Hills, NM",NA
3547570,"Melrose, NM",629
3512430,"Carnuel, NM",NA
3522582,"El Cerro Mission, NM",NA
3524610,"Encino, NM",78
3576620,"Tatum, NM",829
3531330,"Hagerman, NM",1220
3519110,"Cuartelez, NM",NA
3524347,"El Valle de Arroyo Seco, NM",NA
3546100,"Madrid, NM",NA
3573890,"Sombrillo, NM",NA
3545260,"Lumberton, NM",NA
3552560,"North Light Plant, NM",NA
3500310,"Abiquiu, NM",NA
3538820,"La Mesilla, NM",NA
3581450,"Ute Park, NM",NA
3537840,"Lake Arthur, NM",420
3545690,"McCartys Village, NM",NA
3521110,"Doña Ana, NM",NA
3550195,"Morningside, NM",NA
3554430,"Organ, NM",NA
3525590,"Fairacres, NM",NA
3564370,"Rodeo, NM",NA
3566960,"Sandia Park, NM",NA
3576830,"Tecolotito, NM",NA
3500940,"Adelino, NM",NA
3559820,"Pueblitos, NM",NA
3555595,"Peak Place, NM",NA
3558420,"Pleasanton, NM",NA
3531190,"Hachita, NM",NA
3537860,"Lake Roberts, NM",NA
3537407,"La Hacienda, NM",NA
3585720,"Winston, NM",NA
3545190,"Luis Lopez, NM",NA
3565910,"San Acacia, NM",NA
3555605,"Pecan Park, NM",NA
3544595,"Lower Frisco, NM",NA
3516490,"Cobre, NM",NA
3576130,"Talpa, NM",NA
3529790,"Glenwood, NM",NA
3565840,"Salem, NM",NA
3508860,"Brazos, NM",NA
3558210,"Playas, NM",NA
3539430,"Las Maravillas, NM",NA
3528670,"Garfield, NM",NA
3547080,"Maxwell, NM",212
3549515,"Monterey Park, NM",NA
3579680,"Trout Valley, NM",NA
3564900,"Rosedale, NM",NA
3562620,"Reserve, NM",277
3555550,"Pastura, NM",NA
3514880,"Chilili, NM",NA
3582640,"Veguita, NM",NA
3520620,"Dexter, NM",1243
3560870,"Questa, NM",1755
3505220,"Artesia, NM",12356
3579840,"Truth or Consequences, NM",5753
3522380,"Edgewood, NM",6107
3542040,"Logan, NM",979
3570670,"Santa Rosa, NM",2636
3565280,"Ruidoso Downs, NM",2574
3515720,"Clayton, NM",2681
3575640,"Sunland Park, NM",17978
3512150,"Carlsbad, NM",29810
3562060,"Raton, NM",5938
3579910,"Tucumcari, NM",4867
3511800,"Capitan, NM",1431
3546310,"Magdalena, NM",878
3533850,"Hurley, NM",1176
3571020,"San Ysidro, NM",201
3519150,"Cuba, NM",757
3565210,"Ruidoso, NM",7901
3555620,"Pecos, NM",1320
3568150,"San Jon, NM",202
3512850,"Causey, NM",98
3530490,"Grants, NM",8942
3548620,"Milan, NM",3669
3525450,"Eunice, NM",3038
3516280,"Cloudcroft, NM",701
3548060,"Mesilla, NM",1828
3501780,"Alamogordo, NM",31980
3555900,"Peñasco, NM",NA
3566765,"Sandia Heights, NM",NA
3515370,"Church Rock, NM",NA
3550790,"Nageezi, NM",NA
3579140,"Torreon, NM",NA
3555340,"Paraje, NM",NA
3551420,"Navajo, NM",NA
3571440,"Seama, NM",NA
3537875,"Lake Sumner, NM",NA
3552300,"North Acomita Village, NM",NA
3546730,"Manzano, NM",NA
3558070,"Placitas, NM",NA
3564230,"Rock Springs, NM",NA
3551035,"Napi Headquarters, NM",NA
3534430,"Indian Hills, NM",NA
3514040,"Chamberino, NM",NA
3578440,"Tohatchi, NM",NA
3515300,"Chupadero, NM",NA
3537862,"Lake Roberts Heights, NM",NA
3514180,"Chamita, NM",NA
3519920,"Datil, NM",NA
3551280,"Naschitti, NM",NA
3503820,"Anthony, NM",9239
3585860,"Yah-ta-hey, NM",NA
3552500,"North Hobbs, NM",NA
3547150,"Mayhill, NM",NA
3546770,"Manzano Springs, NM",NA
3553150,"Ohkay Owingeh, NM",NA
3548830,"Mimbres, NM",NA
3550515,"Mountain View, NM",NA
3548270,"Mesquite, NM",NA
3518940,"Crownpoint, NM",NA
3548480,"Midway, NM",NA
3576410,"Taos Pueblo, NM",NA
3539170,"La Puebla, NM",NA
3518660,"Coyote, NM",NA
3570250,"Santa Ana Pueblo, NM",NA
3568430,"San Jose, NM",NA
3584950,"Whites City, NM",NA
3569620,"Sanostee, NM",NA
3521180,"Dora, NM",121
3514810,"Chili, NM",NA
3558980,"Ponderosa, NM",NA
3541420,"Livingston Wheeler, NM",NA
3501710,"Alamo, NM",NA
3533640,"Hot Springs Landing, NM",NA
3510610,"Canjilon, NM",NA
3515560,"City of the Sun, NM",NA
3551840,"Newkirk, NM",NA
3572770,"Shiprock, NM",NA
3511520,"Canova, NM",NA
3584845,"White Sands, NM",NA
3579700,"Truchas, NM",NA
3564440,"Rodey, NM",NA
3537070,"Laguna, NM",NA
3537420,"La Huerta, NM",NA
3550860,"Nakaibito, NM",NA
3537910,"Lake Valley, NM",NA
3572600,"Sheep Springs, NM",NA
3568920,"San Lorenzo, NM",NA
3540360,"La Villita, NM",NA
3559120,"Ponderosa Pine, NM",NA
3552680,"North San Ysidro, NM",NA
3501640,"Alamillo, NM",NA
3518240,"Costilla, NM",NA
3506425,"Beclabito, NM",NA
3526010,"Fence Lake, NM",NA
3508440,"Boles Acres, NM",NA
3515860,"Cliff, NM",NA
3532100,"Hernandez, NM",NA
3557190,"Pinehill, NM",NA
3565000,"Rowe, NM",NA
3524540,"Encinal, NM",NA
3548200,"Mesita, NM",NA
3581520,"Vadito, NM",NA
3577950,"Timberon, NM",NA
3545330,"Luna, NM",NA
3505150,"Arroyo Seco, NM",NA
3517260,"Conchas Dam, NM",NA
3514110,"Chamisal, NM",NA
3561220,"Ramah, NM",NA
3540525,"Lee Acres, NM",NA
3551490,"Navajo Dam, NM",NA
3563660,"Rivers, NM",NA
3563250,"Rio Lucio, NM",NA
3505780,"Aztec, NM",6369
3576200,"Taos, NM",5929
3576480,"Taos Ski Valley, NM",71
3525800,"Farmington, NM",44372
3525380,"Estancia, NM",1571
3550160,"Moriarty, NM",1860
3513970,"Chama, NM",992
3579980,"Tularosa, NM",3006
3506970,"Bernalillo, NM",10477
3562200,"Red River, NM",463
3526360,"Flora Vista, NM",NA
3546030,"McIntosh, NM",NA
3522580,"El Cerro, NM",NA
3500765,"Acomita Lake, NM",NA
3512500,"Carrizozo, NM",935
3553010,"Oasis, NM",NA
3562340,"Regina, NM",NA
3538330,"La Luz, NM",NA
3536090,"Kingston, NM",NA
3526570,"Floyd, NM",110
3533710,"House, NM",62
3556180,"Peralta, NM",3584
3531820,"Hatch, NM",1650
3506270,"Bayard, NM",2123
3573260,"Silver City, NM",9386
3550300,"Mosquero, NM",85
3532520,"Hobbs, NM",39141
3543370,"Los Lunas, NM",16061
3563145,"Rio Communities, NM",4552
3536230,"Kirtland, NM",601
3577250,"Texico, NM",1067
3563460,"Rio Rancho, NM",99178
3517050,"Columbus, NM",1617
3517960,"Corrales, NM",8696
3514250,"Chaparral, NM",NA
3581590,"Vado, NM",NA
3507810,"Blanco, NM",NA
3528180,"Gallina, NM",NA
3577670,"Tierra Amarilla, NM",NA
3524960,"Ensenada, NM",NA
3522230,"East Pecos, NM",NA
3505010,"Arroyo Hondo, NM",NA
3566540,"San Cristobal, NM",NA
3584200,"West Hammond, NM",NA
3539030,"La Plata, NM",NA
3549950,"Monument, NM",NA
3550090,"Mora, NM",NA
3513340,"Cedar Hill, NM",NA
3586175,"Young Place, NM",NA
3520830,"Dixon, NM",NA
3511310,"Cañones, NM",NA
3522650,"El Duende, NM",NA
3517610,"Cordova, NM",NA
3524120,"El Rito, NM",NA
3543300,"Los Luceros, NM",NA
3545400,"Lyden, NM",NA
3582710,"Velarde, NM",NA
3559750,"Pueblito, NM",NA
3586210,"Youngsville, NM",NA
3509630,"Buckhorn, NM",NA
3525870,"Faywood, NM",NA
3584975,"White Signal, NM",NA
3503400,"Angel Fire, NM",1070
3525170,"Española, NM",10044
3513450,"Cedro, NM",NA
3566890,"Sandia Knolls, NM",NA
3562760,"Ribera, NM",NA
3573680,"Soham, NM",NA
3571790,"Sena, NM",NA
3576760,"Tecolote, NM",NA
3583130,"Villanueva, NM",NA
3571510,"Seboyeta, NM",NA
3569270,"San Mateo, NM",NA
3569875,"San Rafael, NM",NA
3519220,"Cubero, NM",NA
3509035,"Brimhall Nizhoni, NM",NA
3508190,"Bluewater Village, NM",NA
3546170,"Madrone, NM",NA
3521810,"Duran, NM",NA
3519645,"Cuyamungue Grant, NM",NA
3569825,"San Pedro, NM",NA
3530000,"Golden, NM",NA
3510770,"Cañon, NM",NA
3516585,"Cochiti Lake, NM",NA
3564930,"Roswell, NM",47551
3569060,"San Luis, NM",NA
3556950,"Pie Town, NM",NA
3519010,"Cruzville, NM",NA
3580820,"Tyrone, NM",NA
3557510,"Pinos Altos, NM",NA
3512010,"Capulin, NM",NA
3550720,"Nadine, NM",NA
3531680,"Happy Valley, NM",NA
3506760,"Bent, NM",NA
3565560,"Sacramento, NM",NA
3583970,"Weed, NM",NA
3569645,"San Pablo, NM",NA
3538680,"La Mesa, NM",NA
3552190,"Nogal, NM",NA
3535595,"Keeler Farm, NM",NA
3560205,"Pulpotio Bareas, NM",NA
3575710,"Sunshine, NM",NA
3510050,"Caballo, NM",NA
3504870,"Arrey, NM",NA
3566120,"San Antonio, NM",NA
3525100,"Escondida, NM",NA
3514200,"Chamizal, NM",NA
3537700,"La Joya, NM",NA
3539450,"Las Nutrias, NM",NA
3566400,"San Antonito, NM",NA
3525135,"Escudilla Bonita, NM",NA
3552540,"North Hurley, NM",NA
3529160,"Gila, NM",NA
3503750,"Animas, NM",NA
3518310,"Cotton City, NM",NA
3585485,"Windmill, NM",NA
3540220,"La Union, NM",NA
3534900,"Jacona, NM",NA
3573925,"South Acomita Village, NM",NA
3503970,"Anzac Village, NM",NA
3508580,"Bosque Farms, NM",3888
3565070,"Roy, NM",211
3544490,"Lovington, NM",11489
3539940,"Las Vegas, NM",12919
3513270,"Cedar Grove, NM",NA
3514950,"Chimayo, NM",NA
3519640,"Cuyamungue, NM",NA
3522625,"Eldorado at Santa Fe, NM",NA
3501220,"Agua Fria, NM",NA
3510470,"Cañada de los Alamos, NM",NA
3523840,"El Rancho, NM",NA
3527970,"Galisteo, NM",NA
3529860,"Glorieta, NM",NA
3536720,"La Cienega, NM",NA
3538890,"Lamy, NM",NA
3542600,"Los Cerrillos, NM",NA
3558630,"Pojoaque, NM",NA
3563168,"Rio en Medio, NM",NA
3516420,"Clovis, NM",38319
3570460,"Santa Cruz, NM",NA
3577040,"Tesuque, NM",NA
3510750,"Cannon AFB, NM",NA
3520270,"Deming, NM",13880
3583340,"Wagon Mound, NM",287
3527340,"Fort Sumner, NM",897
3533290,"Hope, NM",106
3573540,"Socorro, NM",8348
3580540,"Twin Lakes, NM",NA
3522720,"Elephant Butte, NM",1310
3504660,"Arenas Valley, NM",NA
3577880,"Tijeras, NM",535
3560000,"Pueblo Pintado, NM",NA
3513200,"Cedar Crest, NM",NA
3574520,"South Valley, NM",NA
3512786,"Casa Colorada, NM",NA
3535110,"Jarales, NM",NA
3542740,"Los Chaves, NM",NA
3581800,"Valencia, NM",NA
3576060,"Tajique, NM",NA
3555270,"Paradise Hills, NM",NA
3503890,"Anton Chico, NM",NA
3550370,"Mountainair, NM",873
3551715,"Nenahnezad, NM",NA
3586595,"Zuni Pueblo, NM",NA
3534760,"Isleta Village Proper, NM",NA
3506480,"Belen, NM",7416
3581177,"Upper Fruitland, NM",NA
3504030,"Apache Creek, NM",NA
3577530,"Thoreau, NM",NA
3506830,"Berino, NM",NA
3508185,"Bluewater Acres, NM",NA
3559260,"Portales, NM",11610
3561010,"Radium Springs, NM",NA
3547920,"Mescalero, NM",NA
3532380,"Hillsboro, NM",NA
3586420,"Zia Pueblo, NM",NA
3507670,"Black Rock, NM",NA
3536880,"La Cueva, NM",NA
3570700,"Santa Teresa, NM",NA
3556810,"Picuris Pueblo, NM",NA
3566330,"San Antonito, NM",NA
3546380,"Malaga, NM",NA
3579070,"Torreon, NM",NA
3522020,"Eagle Nest, NM",251
3528460,"Gallup, NM",21493
3535250,"Jemez Pueblo, NM",NA
3543930,"Los Ranchos de Albuquerque, NM",6108
3554940,"Pajarito Mesa, NM",NA
3507880,"Bloomfield, NM",7685
3579885,"Tse Bonito, NM",NA
3542180,"Lordsburg, NM",2398
3502210,"Algodones, NM",NA
3515440,"Cimarron, NM",881
3542320,"Los Alamos, NM",NA
3554500,"Orogrande, NM",NA
3551770,"Newcomb, NM",NA
3519080,"Crystal, NM",NA
3571700,"Sedillo, NM",NA
3548425,"Middle Frisco, NM",NA
3521390,"Dulce, NM",NA
3541620,"Llano del Medio, NM",NA
3567520,"San Fidel, NM",NA
3519500,"Cundiyo, NM",NA
3534925,"Jaconita, NM",NA
3568010,"San Ildefonso Pueblo, NM",NA
3570390,"Santa Clara Pueblo, NM",NA
3532160,"High Rolls, NM",NA
3552750,"North Valley, NM",NA
3543510,"Los Ojos, NM",NA
3547220,"Meadow Lake, NM",NA
3555830,"Peña Blanca, NM",NA
3550020,"Moquino, NM",NA
3559950,"Pueblo of Sandia Village, NM",NA
3535320,"Jemez Springs, NM",267
3560730,"Quemado, NM",NA
3571145,"Sausal, NM",NA
3560170,"Puerto de Luna, NM",NA
3550930,"Nambe, NM",NA
3504450,"Aragon, NM",NA
3531540,"Hanover, NM",NA
3582800,"Ventura, NM",NA
3540570,"Lemitar, NM",NA
3570500,"Santa Fe, NM",84683
3580470,"Twin Forks, NM",NA
3554710,"Paguate, NM",NA
3568500,"San Jose, NM",NA
3537490,"La Jara, NM",NA
3505430,"Atoka, NM",NA
3571015,"San Ysidro, NM",NA
3559840,"Pueblo, NM",NA
3507145,"Bibo, NM",NA
3532148,"Highland Meadows, NM",NA
3561710,"Ranchos de Taos, NM",NA
3570270,"Santa Clara, NM",1761
3578650,"Tome, NM",NA
3567450,"San Felipe Pueblo, NM",NA
3574660,"Spencerville, NM",NA
3584740,"White Rock, NM",NA
3557440,"Pinon, NM",NA
3502000,"Albuquerque, NM",560513
3569410,"San Miguel, NM",NA
3561675,"Rancho Grande, NM",NA
3551140,"Nara Visa, NM",NA
3583760,"Waterflow, NM",NA
3538470,"La Madera, NM",NA
3570810,"Santo Domingo Pueblo, NM",NA
3616375,"Clifton Springs, NY",2004
3675506,"Trumansburg, NY",1717
3643918,"Lyndonville, NY",781
3605815,"Belmont, NY",902
3662061,"Riverside, NY",472
3601088,"Alden, NY",2569
3655365,"Oriskany, NY",1329
3602407,"Arcade, NY",1933
3648571,"Morristown, NY",377
3677519,"Village of the Branch, NY",1793
3653660,"North Syracuse, NY",6628
3665354,"Savona, NY",780
3642323,"Lima, NY",2016
3623745,"Elba, NY",639
3616573,"Clyde, NY",1961
3638825,"Jordan, NY",1302
3667191,"Shoreham, NY",531
3647229,"Milford, NY",394
3649902,"Newark Valley, NY",923
3663979,"Rouses Point, NY",2126
3659454,"Port Leyden, NY",648
3659223,"Port Chester, NY",29163
3655266,"Orchard Park, NY",3131
3679081,"Wellsburg, NY",536
3607355,"Boonville, NY",1981
3682117,"Williston Park, NY",7253
3658354,"Pittsford, NY",1332
3605639,"Bellerose, NY",1162
3667686,"Sloan, NY",3541
3653770,"Northville, NY",1053
3606046,"Bergen, NY",1083
3671322,"Stillwater, NY",1710
3611132,"Burdett, NY",316
3616111,"Clayville, NY",339
3648197,"Montour Falls, NY",1604
3663000,"Rochester, NY",205695
3669078,"South Glens Falls, NY",3634
3659245,"Port Dickinson, NY",1525
3635474,"Hoosick Falls, NY",3347
3620115,"Delevan, NY",1022
3612771,"Castile, NY",979
3637528,"Interlaken, NY",599
3667638,"Sleepy Hollow, NY",10046
3649946,"New Berlin, NY",989
3668847,"South Corning, NY",1084
3602968,"Atlantic Beach, NY",1902
3616188,"Cleveland, NY",716
3657661,"Phoenix, NY",2241
3602198,"Angola, NY",2101
3630961,"Groton, NY",2225
3600276,"Addison, NY",1652
3683272,"Wurtsboro, NY",1149
3634660,"Hillburn, NY",983
3661346,"Rhinebeck, NY",2563
3602176,"Angelica, NY",818
3612881,"Castorland, NY",343
3651792,"North Collins, NY",1195
3625428,"Farnham, NY",371
3676881,"Van Etten, NY",494
3640607,"Lakeland, NY",NA
3666872,"Shenorock, NY",NA
3680885,"West Sayville, NY",NA
3664892,"Salt Point, NY",NA
3639463,"Keuka Park, NY",NA
3673726,"Thousand Island Park, NY",NA
3654540,"Olcott, NY",NA
3652078,"North Great River, NY",NA
3620989,"Duane Lake, NY",NA
3644226,"Machias, NY",NA
3643511,"Lorenz Park, NY",NA
3606937,"Blodgett Mills, NY",NA
3627133,"Fowlerville, NY",NA
3622843,"East Randolph, NY",NA
3673737,"Three Mile Bay, NY",NA
3630202,"Great Neck Gardens, NY",NA
3631533,"Hall, NY",NA
3680599,"West Nyack, NY",NA
3678982,"Websters Crossing, NY",NA
3619510,"Cuylerville, NY",NA
3630279,"Greece, NY",NA
3636156,"Hunt, NY",NA
3617882,"Constableville, NY",236
3632424,"Harrisville, NY",604
3650298,"New Hartford, NY",1830
3681710,"Whitesboro, NY",3612
3661159,"Rensselaer Falls, NY",307
3644831,"Mamaroneck, NY",19131
3673176,"Tarrytown, NY",11370
3657639,"Philmont, NY",1258
3651000,"New York City, NY",8336817
3647108,"Middleville, NY",487
